Name,three_pct_season,lwr_paint_pct_oct_nov,upr_paint_pct_oct_nov,mid_pct_oct_nov,three_non_cnr_pct_oct_nov,three_cnr_pct_oct_nov,ft_pct_oct_nov,lwr_paint_shots_oct_nov,upr_paint_shots_oct_nov,mid_shots_oct_nov,three_non_cnr_shots_oct_nov,three_cnr_shots_oct_nov,ft_shots_oct_nov,net_avg_pct_oct_nov,total_attempts,total_points,ts_pct
Cameron Payne,0.37587268580914546,-1.360812361331375,-0.5490194324656151,0.1783563582201491,1.8897164830241386,-0.23447011575042376,-0.3616183678266608,-0.5411013488317723,0.6499756869701414,-0.7766709101316952,-0.6310601695822315,-0.05274504012279288,-0.7462499521534228,-1.0688301949209886,-0.5130609859623186,-0.5858157138400655,-0.20544239333402753
Brook Lopez,0.3505171267414455,1.4112580877986272,0.044581110756385184,0.0787228063868244,0.8801030743849289,0.1454445322744982,-0.014624272228282942,-0.3072520264074769,-0.6049494382638297,-0.9305800079192604,0.9741488191882733,0.19804269781954323,-0.637865074756207,0.33298471139042174,-0.4137440273652813,-0.10424641013513444,1.9056495173499144
Paul George,0.3251615676737455,0.7272407042470687,-0.20824875024557818,0.1783563582201491,0.29021658843842457,0.10160822673316094,0.6075720371205312,-0.2604821619226178,0.297027995498087,1.378056458894219,0.7734976955919601,0.4130036160558313,0.2508909199009626,0.33087435532191856,0.4056208810602764,0.44197978914507985,0.12193776295797518
Zach LaVine,0.2998060086060455,-0.412788268338863,-1.2745312075147268,-0.4360505447520196,-0.8101485872694781,0.02854771749759888,0.3084391960874468,0.23060141516840243,-0.6049494382638297,0.5315564210626098,0.3053117405338963,0.9504059116465515,0.12082906702430359,-0.5578853237177062,0.3145803356796589,0.10221274608470436,-0.854538153757928
Bobby Portis,0.2998060086060455,0.48723460475529334,0.4952778194990149,-0.2699946250298117,-1.8311059667922742,2.1180782816346726,-0.27786117233739716,-0.05001777174075199,0.5323264564794566,-0.6227618123441299,0.3053117405338963,-0.9125887130679452,-0.9196657559889682,-0.3838120120659612,-0.4965081595294791,-0.4435863617751959,0.6964950442425991
Damian Lillard,0.2744504495383455,0.21122759033975166,-0.20824875024557818,0.03720882645627242,-1.0597159467083834,0.1308324304273858,0.8827742508709687,-0.6814109422863495,-1.1147627703901306,-0.5458072634503472,-0.4304090459859184,0.6996181737042154,0.57604555209261,0.7790412926600173,-0.20683369695478696,-0.26060932457223995,-0.8432444635780272
Anthony Edwards,0.24909489047064556,0.3792318599839944,-1.131627373035356,-0.7183456082797726,0.50575203522657,-0.6874452730109086,-0.42144493603327765,1.7506220109263224,-0.7618150789180762,0.3006927743812619,1.1079162349191487,1.2011936495888877,0.8144922823664847,0.08133043593465344,1.2167093762694143,1.1301031582743635,-0.2583364350593214
Tyus Jones,0.24909489047064556,0.06722393064468643,0.7041372698919411,-1.7229839225991292,0.27887261755483794,0.10160822673316094,-1.9769357094053148,-1.3361890450743765,1.1597890190964422,-1.0844891057068258,-1.0992461246402954,0.01890859928930315,-1.0280506333861839,-1.1453950346699802,-0.8689467542683689,-0.8547409448309845,0.37833569504119335
Gary Trent Jr.,0.22373933140294558,0.4632339948061158,0.8580337070235711,-0.8262819560992076,-0.44714151899470594,-0.32214272683309825,-0.4094796223919543,-0.7281808067712086,-0.21278533662821378,1.147192812212871,0.6397302798610848,0.6279645342921194,0.07747511606541727,-0.5927546315721338,0.07456435240348538,-0.1033447726922495,-0.86594982153866
Lonnie Walker IV,0.1730282132675456,0.031223015720920125,0.28641836910608925,0.7678548732339866,-0.48117343164546583,0.4522986710638589,0.5118495279899442,0.3241411441381206,-1.075546360226569,-0.6227618123441299,-0.3635253381204807,-0.01691822041674487,-0.5294801973589912,0.20746840416398643,-0.4302968537981209,-0.3091949281831219,0.7563517173627353
Immanuel Quickley,0.1730282132675456,-0.1727821688470876,-0.823834498772097,-0.36132538087702604,-0.753428732851545,-1.3157656524367416,0.8229476826643519,-1.102339722650081,-0.1735689264646522,-1.0075345568130432,-0.6310601695822315,-0.303532778065129,-0.5078032218795481,-0.8571133347469769,-0.8772231674847887,-1.0762273917655674,-1.630970504079575
Marcus Morris Sr.,0.14767265419984563,1.8192684569346453,-0.10931532637524469,1.2328114484561687,-1.320627277030876,1.329024781890603,-0.7086124634250386,-1.2894191805895174,0.8068413276243878,0.9163291655315231,-0.2297579223896053,0.5921377145860713,-0.8329578540711955,-0.517118267665969,-0.39719120093244176,-0.2614081437102338,1.118582660053196
Will Barton,0.14767265419984563,-1.7928233404165708,-1.4504128499508753,0.11193399033126597,-1.320627277030876,0.2477292452042851,0.8827742508709687,-0.7983356034984972,-0.683382258590953,-0.3918981656627819,-0.49729275385135613,-0.5184936963014171,-0.9846966824272976,-1.7986234440595206,-1.0261986053803447,-1.2106741890602746,-1.3196996848586957
Terrence Ross,0.12231709513214563,-0.616793452906872,0.08855152136542228,0.5685877695673371,-0.48117343164546583,1.226740068960816,-1.3068781454912073,-1.5700383674986718,-0.5265166179367066,-0.23798906787521662,-0.16287421452416762,-0.5901473357135131,-1.2231434127011724,-1.370776736175742,-1.3158730679550368,-1.2426665000819281,0.8654374802965383
Kevin Porter Jr.,0.12231709513214563,-0.9528019921953575,-0.241226558202356,0.11193399033126597,1.1863902882417674,-0.6874452730109086,-0.7923696589143022,0.5813753988048455,0.689192097133703,-0.3918981656627819,-0.3635253381204807,0.7354449934102635,0.7061074049692689,-0.4378186153045825,0.7035717568513883,0.38873572541262663,-1.2577061983053435
Josh Richardson,0.09696153606444564,-0.9048007722970025,0.7041372698919411,-0.8262819560992076,1.2431101426597004,-0.6728331711637962,0.5118495279899442,-1.6869630287108195,-0.2520017467917754,-0.8536254590254778,-1.2330135403711708,-0.0885718598288409,-0.8112808785917524,-0.7423752995860118,-1.2248325225744192,-1.2343144900846807,-0.37591790390727053
Bradley Beal,0.07160597699674566,0.81124283906919,0.3193961770628671,1.1829946725395064,-0.3790776936931861,0.4376865692167465,0.858843623588322,0.5579904665624159,0.10094594468027901,1.2241473611066536,-0.8317112931785446,-0.19605231894698494,0.034121165106530946,1.1796193144400238,0.21526337708262155,0.4348932352080212,0.9521038911944357
Bruce Brown,0.07160597699674566,-0.32878613351674163,-0.07633751841846685,-0.36132538087702604,0.09736908341745183,1.5189821059030644,0.8827742508709687,-0.09678763622561107,-0.487300207773145,-1.0075345568130432,-0.49729275385135613,-0.7334546145377052,-0.9846966824272976,-0.15485360985903832,-0.8523939278355294,-0.7118709556356443,1.2307617817843362
Karl-Anthony Towns,0.020894858861345695,0.8952449738913115,-0.07633751841846685,1.1829946725395064,-1.320627277030876,0.2623413470513975,1.0024273872842024,0.8152247212291408,-0.487300207773145,-0.3149436167689993,0.3053117405338963,0.054735418995351164,0.7494613559281552,1.338243809012945,0.48838501322447414,0.592656060411711,0.12825943453854316
